GroupNumber,GroupUnit,GroupSkill1,GroupSkill2,GroupSkill3,GroupSkill4,GroupPreference1,GroupPreference2,GroupPreference3,ProjectNumber,ProjectUnit,ProjectSkill1,ProjectSkill2,ProjectSkill3,ProjectSkill4,ProjectPreference1,ProjectPreference2,ProjectPreference3,Allocated,
33,10005,155,117,133,122,4,6,4,2,10098,152,135,127,124,12,15,19,No,
33,10005,155,117,133,122,4,6,4,3,9785,125,129,107,137,26,40,18,No,
33,10005,155,117,133,122,4,6,4,4,10005,154,130,129,100,34,36,33,No,
33,10005,155,117,133,122,4,6,4,5,10098,118,148,144,147,37,13,16,No,
33,10005,155,117,133,122,4,6,4,6,9786,158,159,154,147,40,23,26,No,
33,10005,155,117,133,122,4,6,4,7,9786,133,158,108,111,10,14,24,Yes,
33,10005,155,117,133,122,4,6,4,8,10005,116,141,129,118,37,26,32,No,
33,10005,155,117,133,122,4,6,4,9,9786,153,121,110,142,10,31,12,No,
34,11522,127,156,114,102,5,6,2,0,10004,120,101,129,113,11,7,36,No,
34,11522,127,156,114,102,5,6,2,1,10004,154,126,123,109,40,2,40,No,
34,11522,127,156,114,102,5,6,2,2,10098,152,135,127,124,12,15,19,No,
34,11522,127,156,114,102,5,6,2,3,9785,125,129,107,137,26,40,18,No,
34,11522,127,156,114,102,5,6,2,4,10005,154,130,129,100,34,36,33,No,
34,11522,127,156,114,102,5,6,2,5,10098,118,148,144,147,37,13,16,No,
34,11522,127,156,114,102,5,6,2,6,9786,158,159,154,147,40,23,26,No,
34,11522,127,156,114,102,5,6,2,7,9786,133,158,108,111,10,14,24,Yes,
34,11522,127,156,114,102,5,6,2,8,10005,116,141,129,118,37,26,32,No,
34,11522,127,156,114,102,5,6,2,9,9786,153,121,110,142,10,31,12,No,
35,9786,132,110,111,155,3,8,7,0,10004,120,101,129,113,11,7,36,No,
35,9786,132,110,111,155,3,8,7,1,10004,154,126,123,109,40,2,40,No,
35,9786,132,110,111,155,3,8,7,2,10098,152,135,127,124,12,15,19,No,
35,9786,132,110,111,155,3,8,7,3,9785,125,129,107,137,26,40,18,No,
35,9786,132,110,111,155,3,8,7,4,10005,154,130,129,100,34,36,33,No,
35,9786,132,110,111,155,3,8,7,5,10098,118,148,144,147,37,13,16,No,
35,9786,132,110,111,155,3,8,7,6,9786,158,159,154,147,40,23,26,No,
35,9786,132,110,111,155,3,8,7,7,9786,133,158,108,111,10,14,24,Yes,
35,9786,132,110,111,155,3,8,7,8,10005,116,141,129,118,37,26,32,No,
35,9786,132,110,111,155,3,8,7,9,9786,153,121,110,142,10,31,12,No,
36,9786,132,149,110,152,4,5,0,0,10004,120,101,129,113,11,7,36,No,
36,9786,132,149,110,152,4,5,0,1,10004,154,126,123,109,40,2,40,No,
36,9786,132,149,110,152,4,5,0,2,10098,152,135,127,124,12,15,19,No,
36,9786,132,149,110,152,4,5,0,3,9785,125,129,107,137,26,40,18,No,
36,9786,132,149,110,152,4,5,0,4,10005,154,130,129,100,34,36,33,No,
36,9786,132,149,110,152,4,5,0,5,10098,118,148,144,147,37,13,16,No,
36,9786,132,149,110,152,4,5,0,6,9786,158,159,154,147,40,23,26,No,
36,9786,132,149,110,152,4,5,0,7,9786,133,158,108,111,10,14,24,Yes,
36,9786,132,149,110,152,4,5,0,8,10005,116,141,129,118,37,26,32,No,
36,9786,132,149,110,152,4,5,0,9,9786,153,121,110,142,10,31,12,No,
37,10005,111,152,128,148,0,9,7,0,10004,120,101,129,113,11,7,36,No,
37,10005,111,152,128,148,0,9,7,1,10004,154,126,123,109,40,2,40,No,
37,10005,111,152,128,148,0,9,7,2,10098,152,135,127,124,12,15,19,No,
37,10005,111,152,128,148,0,9,7,3,9785,125,129,107,137,26,40,18,No,
37,10005,111,152,128,148,0,9,7,4,10005,154,130,129,100,34,36,33,No,
37,10005,111,152,128,148,0,9,7,5,10098,118,148,144,147,37,13,16,No,
37,10005,111,152,128,148,0,9,7,6,9786,158,159,154,147,40,23,26,No,
37,10005,111,152,128,148,0,9,7,7,9786,133,158,108,111,10,14,24,Yes,
37,10005,111,152,128,148,0,9,7,8,10005,116,141,129,118,37,26,32,No,
37,10005,111,152,128,148,0,9,7,9,9786,153,121,110,142,10,31,12,No,
38,10005,139,139,120,144,4,10,4,0,10004,120,101,129,113,11,7,36,No,
38,10005,139,139,120,144,4,10,4,1,10004,154,126,123,109,40,2,40,No,
38,10005,139,139,120,144,4,10,4,2,10098,152,135,127,124,12,15,19,No,
38,10005,139,139,120,144,4,10,4,3,9785,125,129,107,137,26,40,18,No,
38,10005,139,139,120,144,4,10,4,4,10005,154,130,129,100,34,36,33,No,
38,10005,139,139,120,144,4,10,4,5,10098,118,148,144,147,37,13,16,No,
38,10005,139,139,120,144,4,10,4,6,9786,158,159,154,147,40,23,26,No,
38,10005,139,139,120,144,4,10,4,7,9786,133,158,108,111,10,14,24,Yes,
38,10005,139,139,120,144,4,10,4,8,10005,116,141,129,118,37,26,32,No,
38,10005,139,139,120,144,4,10,4,9,9786,153,121,110,142,10,31,12,No,
39,10004,142,129,139,115,10,8,6,0,10004,120,101,129,113,11,7,36,No,
39,10004,142,129,139,115,10,8,6,1,10004,154,126,123,109,40,2,40,No,
39,10004,142,129,139,115,10,8,6,2,10098,152,135,127,124,12,15,19,No,
39,10004,142,129,139,115,10,8,6,3,9785,125,129,107,137,26,40,18,No,
39,10004,142,129,139,115,10,8,6,4,10005,154,130,129,100,34,36,33,No,
39,10004,142,129,139,115,10,8,6,5,10098,118,148,144,147,37,13,16,No,
39,10004,142,129,139,115,10,8,6,6,9786,158,159,154,147,40,23,26,No,
39,10004,142,129,139,115,10,8,6,7,9786,133,158,108,111,10,14,24,Yes,
39,10004,142,129,139,115,10,8,6,8,10005,116,141,129,118,37,26,32,No,
39,10004,142,129,139,115,10,8,6,9,9786,153,121,110,142,10,31,12,No,
